Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2018","2018","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2019","2019","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2020","2020","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2021","2021","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2022","2022","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2023","2023","ha","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1961","1961","ha","16300","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1961","1961","kg/ha","20037.8","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1962","1962","ha","17370","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1962","1962","kg/ha","18998.7","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1963","1963","ha","18210","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1963","1963","kg/ha","18992.3","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1964","1964","ha","16180","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1964","1964","kg/ha","21978.1","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1965","1965","ha","14770","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1965","1965","kg/ha","21966.8","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1966","1966","ha","17400","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1966","1966","kg/ha","21494.3","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1967","1967","ha","16650","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1967","1967","kg/ha","23003","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1968","1968","ha","17050","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1968","1968","kg/ha","21994.1","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1969","1969","ha","15740","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1969","1969","kg/ha","22998.7","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1970","1970","ha","14760","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1970","1970","kg/ha","25000","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1971","1971","ha","13500","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1971","1971","kg/ha","24000","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1972","1972","ha","13400","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1972","1972","kg/ha","26044.8","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1973","1973","ha","20000","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1973","1973","kg/ha","24050","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1974","1974","ha","18000","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1974","1974","kg/ha","23944.4","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1975","1975","ha","18000","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1975","1975","kg/ha","24088.9","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1976","1976","ha","17500","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1976","1976","kg/ha","24857.1","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1977","1977","ha","16200","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1977","1977","kg/ha","26851.9","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1978","1978","ha","16700","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1978","1978","kg/ha","26946.1","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1979","1979","ha","15300","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1979","1979","kg/ha","30065.4","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1980","1980","ha","9600","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1980","1980","kg/ha","30104.2","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1981","1981","ha","11000","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1981","1981","kg/ha","29890.9","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1982","1982","ha","11800","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1982","1982","kg/ha","31872.9","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1983","1983","ha","11900","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1983","1983","kg/ha","30941.2","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1984","1984","ha","11700","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1984","1984","kg/ha","31111.1","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1985","1985","ha","12500","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1985","1985","kg/ha","32160","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1986","1986","ha","12100","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1986","1986","kg/ha","29008.3","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1987","1987","ha","11700","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1987","1987","kg/ha","30085.5","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1988","1988","ha","11600","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1988","1988","kg/ha","33017.2","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","1989","1989","ha","11100","E","Estimated value",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","1989","1989","kg/ha","36036","E","Estimated value",""
